product_id,title,category,brand,price,avg_rating,num_reviews,description,sales_rank
B000002987,Product Title 2987,Sports,Brand_4,199.39,4.4,64,This is a great product in category Electronics,78262
B000002988,Product Title 2988,Electronics,Brand_8,68.66,4.1,53,This is a great product in category Clothing,24431
B000002989,Product Title 2989,Sports,Amazon,40.32,3.1,47,This is a great product in category Home,73962
B000002990,Product Title 2990,Electronics,Brand_5,128.12,1.5,42,This is a great product in category Music,57654
B000002991,Product Title 2991,Home,Microsoft,60.84,3.6,47,This is a great product in category Sports,75782
B000002992,Product Title 2992,Books,Brand_9,36.1,1.3,43,This is a great product in category Electronics,802
B000002993,Product Title 2993,Music,Brand_4,94.87,1.4,48,This is a great product in category Clothing,46991
B000002994,Product Title 2994,Home,Brand_15,258.97,2.3,47,This is a great product in category Sports,98829
B000002995,Product Title 2995,Sports,Brand_11,11.03,2.5,50,This is a great product in category Sports,51913
B000002996,Product Title 2996,Home,Microsoft,92.03,2.8,51,This is a great product in category Music,23333
B000002997,Product Title 2997,Home,Google,130.66,2.4,46,This is a great product in category Sports,75729
B000002998,Product Title 2998,Home,Amazon,156.1,1.1,51,This is a great product in category Sports,90534
B000002999,Product Title 2999,Sports,Amazon,59.37,1.6,47,This is a great product in category Books,43726
B000003000,Product Title 3000,Music,Sony,289.47,1.5,58,This is a great product in category Electronics,73957
B000003001,Product Title 3001,Movies,Microsoft,176.18,2.7,53,This is a great product in category Sports,93087
B000003002,Product Title 3002,Home,Brand_8,159.49,1.8,53,This is a great product in category Sports,8130
B000003003,Product Title 3003,Electronics,Brand_17,8.58,2.2,58,This is a great product in category Music,28014
B000003004,Product Title 3004,Sports,Brand_8,148.79,2.9,59,This is a great product in category Clothing,99795
B000003005,Product Title 3005,Home,Brand_6,252.27,1.9,55,This is a great product in category Movies,17107
B000003006,Product Title 3006,Music,Amazon,70.57,2.0,40,This is a great product in category Clothing,25404
B000003007,Product Title 3007,Movies,Brand_5,109.25,4.3,51,This is a great product in category Movies,5013
B000003008,Product Title 3008,Sports,Brand_12,12.04,3.2,46,This is a great product in category Books,37036
B000003009,Product Title 3009,Clothing,Brand_2,293.21,4.4,43,This is a great product in category Sports,72476
B000003010,Product Title 3010,Movies,Brand_16,25.59,3.1,45,This is a great product in category Books,38841
B000003011,Product Title 3011,Electronics,Brand_2,270.07,4.6,54,This is a great product in category Music,7809
B000003012,Product Title 3012,Home,Brand_1,98.01,2.0,50,This is a great product in category Movies,74723
B000003013,Product Title 3013,Music,Brand_5,178.73,3.5,52,This is a great product in category Music,60810
B000003014,Product Title 3014,Clothing,Samsung,205.71,3.0,45,This is a great product in category Clothing,7688
B000003015,Product Title 3015,Music,Brand_19,47.39,4.7,53,This is a great product in category Movies,1997
B000003016,Product Title 3016,Clothing,Brand_10,136.46,2.7,45,This is a great product in category Electronics,91071
B000003017,Product Title 3017,Sports,Brand_12,101.68,4.4,50,This is a great product in category Home,97747
B000003018,Product Title 3018,Clothing,Apple,22.63,3.3,59,This is a great product in category Home,93507
B000003019,Product Title 3019,Electronics,Brand_9,250.95,3.8,55,This is a great product in category Movies,20730
B000003020,Product Title 3020,Electronics,Brand_11,19.27,4.5,47,This is a great product in category Books,83867
B000003021,Product Title 3021,Books,Brand_15,198.05,5.0,70,This is a great product in category Clothing,35602
B000003022,Product Title 3022,Electronics,Brand_5,98.33,3.9,47,This is a great product in category Music,9251
B000003023,Product Title 3023,Movies,Brand_5,62.48,2.3,50,This is a great product in category Home,4477
B000003024,Product Title 3024,Clothing,Amazon,202.11,2.2,50,This is a great product in category Sports,98270
B000003025,Product Title 3025,Electronics,Apple,174.9,2.2,59,This is a great product in category Electronics,74367
B000003026,Product Title 3026,Sports,Amazon,98.68,1.4,51,This is a great product in category Clothing,2044
B000003027,Product Title 3027,Music,Brand_16,156.8,1.2,51,This is a great product in category Books,89173
B000003028,Product Title 3028,Music,Sony,78.38,3.3,36,This is a great product in category Music,13011
B000003029,Product Title 3029,Books,Brand_16,259.92,4.2,36,This is a great product in category Clothing,69163
B000003030,Product Title 3030,Music,Samsung,98.25,1.1,49,This is a great product in category Music,65776
B000003031,Product Title 3031,Clothing,Google,78.06,3.3,53,This is a great product in category Electronics,38952
B000003032,Product Title 3032,Books,Brand_16,227.03,2.5,45,This is a great product in category Movies,31454
B000003033,Product Title 3033,Clothing,Brand_14,11.16,4.6,49,This is a great product in category Clothing,2872
B000003034,Product Title 3034,Sports,Brand_5,84.79,1.6,65,This is a great product in category Movies,99476
B000003035,Product Title 3035,Books,Brand_15,116.36,3.3,56,This is a great product in category Books,66254
B000003036,Product Title 3036,Home,Brand_10,265.37,4.9,58,This is a great product in category Sports,4921
B000003037,Product Title 3037,Movies,Brand_16,285.42,2.4,57,This is a great product in category Clothing,89623
B000003038,Product Title 3038,Movies,Brand_13,216.63,4.0,48,This is a great product in category Books,63500
B000003039,Product Title 3039,Clothing,Google,150.79,4.5,47,This is a great product in category Movies,4204
B000003040,Product Title 3040,Music,Amazon,194.33,1.7,37,This is a great product in category Movies,73388
B000003041,Product Title 3041,Home,Sony,127.71,5.0,49,This is a great product in category Sports,39
B000003042,Product Title 3042,Books,Brand_9,93.84,4.2,52,This is a great product in category Home,75306
B000003043,Product Title 3043,Home,Brand_0,285.49,1.6,54,This is a great product in category Clothing,35550
B000003044,Product Title 3044,Home,Brand_7,39.91,2.2,67,This is a great product in category Sports,48
B000003045,Product Title 3045,Music,Brand_12,107.83,3.5,45,This is a great product in category Movies,87896
B000003046,Product Title 3046,Books,Nike,270.32,4.5,64,This is a great product in category Home,85470
B000003047,Product Title 3047,Sports,Apple,218.59,1.8,49,This is a great product in category Music,22051
B000003048,Product Title 3048,Music,Sony,14.55,3.9,63,This is a great product in category Movies,19237
B000003049,Product Title 3049,Home,Amazon,12.78,2.1,42,This is a great product in category Music,50088
B000003050,Product Title 3050,Home,Brand_17,157.84,4.2,50,This is a great product in category Clothing,84977
B000003051,Product Title 3051,Sports,Sony,148.36,3.7,50,This is a great product in category Clothing,82704
B000003052,Product Title 3052,Home,Microsoft,136.23,3.1,48,This is a great product in category Electronics,43952
B000003053,Product Title 3053,Home,Apple,94.88,3.6,47,This is a great product in category Clothing,8082
B000003054,Product Title 3054,Home,Brand_18,296.06,4.5,54,This is a great product in category Clothing,46816
B000003055,Product Title 3055,Movies,Brand_18,85.95,2.5,48,This is a great product in category Sports,60748
B000003056,Product Title 3056,Music,Amazon,150.06,4.1,54,This is a great product in category Books,21506
B000003057,Product Title 3057,Electronics,Nike,125.03,1.6,52,This is a great product in category Electronics,50135
B000003058,Product Title 3058,Music,Google,56.04,3.8,54,This is a great product in category Clothing,25660
B000003059,Product Title 3059,Sports,Brand_14,65.56,4.0,49,This is a great product in category Sports,48675
B000003060,Product Title 3060,Home,Brand_18,275.97,2.8,43,This is a great product in category Movies,82880
B000003061,Product Title 3061,Music,Amazon,258.32,4.2,53,This is a great product in category Music,32417
B000003062,Product Title 3062,Movies,Amazon,64.51,3.2,62,This is a great product in category Movies,15657
B000003063,Product Title 3063,Sports,Brand_0,263.43,4.7,53,This is a great product in category Music,42687
B000003064,Product Title 3064,Clothing,Brand_12,67.49,1.4,47,This is a great product in category Sports,7001
B000003065,Product Title 3065,Music,Brand_8,190.19,1.5,45,This is a great product in category Music,76548
B000003066,Product Title 3066,Clothing,Brand_13,29.89,4.4,49,This is a great product in category Books,93808
B000003067,Product Title 3067,Home,Brand_5,264.82,4.4,53,This is a great product in category Home,98948
B000003068,Product Title 3068,Movies,Brand_15,21.13,2.9,43,This is a great product in category Clothing,85599
B000003069,Product Title 3069,Movies,Brand_16,169.14,4.9,45,This is a great product in category Music,53048
B000003070,Product Title 3070,Music,Brand_18,235.23,3.7,42,This is a great product in category Home,16113
B000003071,Product Title 3071,Sports,Brand_15,40.34,4.9,44,This is a great product in category Books,32207
B000003072,Product Title 3072,Sports,Brand_10,124.91,3.1,55,This is a great product in category Sports,49412
B000003073,Product Title 3073,Movies,Brand_12,18.32,1.8,47,This is a great product in category Home,83076
B000003074,Product Title 3074,Sports,Brand_2,206.72,2.8,51,This is a great product in category Books,61187
B000003075,Product Title 3075,Movies,Brand_4,96.38,4.9,56,This is a great product in category Home,32500
B000003076,Product Title 3076,Music,Amazon,170.45,2.5,48,This is a great product in category Movies,2103
B000003077,Product Title 3077,Electronics,Brand_2,280.21,4.8,51,This is a great product in category Sports,11973
B000003078,Product Title 3078,Movies,Brand_1,95.91,4.2,47,This is a great product in category Clothing,25683
B000003079,Product Title 3079,Clothing,Samsung,20.29,2.8,52,This is a great product in category Movies,45566
B000003080,Product Title 3080,Sports,Brand_11,204.62,3.2,60,This is a great product in category Movies,3360
B000003081,Product Title 3081,Movies,Brand_18,237.32,3.4,49,This is a great product in category Electronics,83324
B000003082,Product Title 3082,Movies,Brand_1,287.6,3.7,55,This is a great product in category Movies,3386
B000003083,Product Title 3083,Music,Brand_2,52.38,1.3,42,This is a great product in category Sports,82377
B000003084,Product Title 3084,Sports,Brand_11,121.28,4.7,63,This is a great product in category Music,48034
B000003085,Product Title 3085,Electronics,Brand_8,254.17,3.4,46,This is a great product in category Home,9407
B000003086,Product Title 3086,Music,Brand_16,243.21,4.7,45,This is a great product in category Clothing,43225
B000003087,Product Title 3087,Electronics,Brand_10,189.68,3.5,45,This is a great product in category Electronics,65781
B000003088,Product Title 3088,Music,Brand_6,85.18,2.7,35,This is a great product in category Movies,21258
B000003089,Product Title 3089,Sports,Samsung,89.5,3.3,50,This is a great product in category Books,4357
B000003090,Product Title 3090,Books,Apple,42.45,4.3,57,This is a great product in category Clothing,27783
B000003091,Product Title 3091,Sports,Amazon,277.01,2.3,47,This is a great product in category Sports,30607
B000003092,Product Title 3092,Sports,Brand_10,56.83,4.8,47,This is a great product in category Home,59138
B000003093,Product Title 3093,Electronics,Brand_16,174.42,2.9,47,This is a great product in category Movies,90507
B000003094,Product Title 3094,Electronics,Brand_1,177.79,4.8,56,This is a great product in category Electronics,79912
B000003095,Product Title 3095,Sports,Brand_5,114.65,4.5,47,This is a great product in category Movies,22775
B000003096,Product Title 3096,Sports,Apple,109.63,4.1,50,This is a great product in category Clothing,89045
B000003097,Product Title 3097,Sports,Google,202.55,2.9,40,This is a great product in category Music,62028
B000003098,Product Title 3098,Electronics,Brand_8,120.15,3.3,52,This is a great product in category Electronics,50116
B000003099,Product Title 3099,Sports,Brand_13,80.99,4.4,44,This is a great product in category Music,98908
B000003100,Product Title 3100,Sports,Brand_11,123.33,3.2,52,This is a great product in category Electronics,33501
B000003101,Product Title 3101,Home,Brand_17,243.44,4.0,50,This is a great product in category Clothing,39538
B000003102,Product Title 3102,Books,Brand_7,290.13,4.2,53,This is a great product in category Music,81490
B000003103,Product Title 3103,Clothing,Brand_14,192.96,3.1,53,This is a great product in category Movies,45055
B000003104,Product Title 3104,Books,Brand_3,235.93,3.1,48,This is a great product in category Home,5507
B000003105,Product Title 3105,Home,Amazon,162.64,1.8,54,This is a great product in category Music,60839
B000003106,Product Title 3106,Clothing,Brand_13,189.69,2.0,46,This is a great product in category Movies,91670
B000003107,Product Title 3107,Music,Google,296.49,4.6,51,This is a great product in category Books,27857
B000003108,Product Title 3108,Sports,Brand_12,134.89,4.4,35,This is a great product in category Clothing,58844
B000003109,Product Title 3109,Home,Brand_0,25.47,1.0,64,This is a great product in category Books,17853
B000003110,Product Title 3110,Music,Brand_2,287.35,4.5,60,This is a great product in category Electronics,56742
B000003111,Product Title 3111,Sports,Sony,239.15,1.1,42,This is a great product in category Electronics,80656
B000003112,Product Title 3112,Electronics,Brand_1,123.09,2.8,50,This is a great product in category Music,34684
B000003113,Product Title 3113,Movies,Brand_17,294.81,1.3,43,This is a great product in category Home,68933
B000003114,Product Title 3114,Home,Brand_17,107.58,4.9,44,This is a great product in category Music,74368
B000003115,Product Title 3115,Electronics,Amazon,115.39,4.9,46,This is a great product in category Clothing,58710
B000003116,Product Title 3116,Home,Apple,185.25,3.4,48,This is a great product in category Movies,64248
B000003117,Product Title 3117,Home,Brand_11,86.65,2.6,41,This is a great product in category Clothing,44733
B000003118,Product Title 3118,Electronics,Brand_6,211.37,3.0,44,This is a great product in category Sports,6475
B000003119,Product Title 3119,Clothing,Brand_12,50.93,4.0,54,This is a great product in category Home,63958
B000003120,Product Title 3120,Books,Brand_2,37.75,1.9,47,This is a great product in category Clothing,27052
B000003121,Product Title 3121,Sports,Brand_1,163.24,2.8,36,This is a great product in category Electronics,72420
B000003122,Product Title 3122,Home,Brand_2,169.31,3.9,46,This is a great product in category Home,49961
B000003123,Product Title 3123,Sports,Microsoft,37.35,2.6,46,This is a great product in category Sports,39406
B000003124,Product Title 3124,Movies,Brand_9,289.46,1.1,62,This is a great product in category Sports,28906
B000003125,Product Title 3125,Electronics,Brand_17,174.54,3.0,52,This is a great product in category Music,84840
B000003126,Product Title 3126,Sports,Microsoft,50.39,3.9,54,This is a great product in category Movies,91319
B000003127,Product Title 3127,Electronics,Nike,97.55,4.9,48,This is a great product in category Electronics,77915
B000003128,Product Title 3128,Sports,Brand_12,241.26,1.1,50,This is a great product in category Music,1133
B000003129,Product Title 3129,Books,Samsung,159.82,3.2,47,This is a great product in category Movies,58096
B000003130,Product Title 3130,Books,Brand_15,61.31,2.8,54,This is a great product in category Clothing,98809
B000003131,Product Title 3131,Books,Brand_11,36.23,2.0,30,This is a great product in category Electronics,31757
B000003132,Product Title 3132,Books,Brand_10,132.64,3.6,45,This is a great product in category Sports,30157
B000003133,Product Title 3133,Books,Brand_18,105.19,1.7,41,This is a great product in category Home,41139
B000003134,Product Title 3134,Books,Brand_16,198.83,2.1,61,This is a great product in category Clothing,22710
B000003135,Product Title 3135,Electronics,Nike,278.01,4.1,52,This is a great product in category Electronics,90920
B000003136,Product Title 3136,Home,Brand_0,78.82,2.8,46,This is a great product in category Movies,49361
B000003137,Product Title 3137,Sports,Brand_9,257.43,5.0,52,This is a great product in category Clothing,53112
B000003138,Product Title 3138,Books,Sony,276.61,2.5,48,This is a great product in category Home,15337
B000003139,Product Title 3139,Electronics,Brand_5,271.18,2.9,48,This is a great product in category Sports,81802
B000003140,Product Title 3140,Electronics,Brand_17,285.9,2.2,58,This is a great product in category Electronics,49196
B000003141,Product Title 3141,Electronics,Amazon,253.57,1.9,54,This is a great product in category Music,53994
B000003142,Product Title 3142,Home,Brand_19,180.47,4.7,52,This is a great product in category Sports,79453
B000003143,Product Title 3143,Sports,Brand_5,126.48,4.0,50,This is a great product in category Movies,10376
B000003144,Product Title 3144,Home,Nike,150.55,2.3,62,This is a great product in category Movies,60068
B000003145,Product Title 3145,Clothing,Brand_14,262.54,3.8,50,This is a great product in category Electronics,77710
B000003146,Product Title 3146,Music,Brand_18,94.6,4.9,43,This is a great product in category Clothing,5661
B000003147,Product Title 3147,Electronics,Brand_16,52.81,1.3,52,This is a great product in category Music,44935
B000003148,Product Title 3148,Clothing,Brand_6,47.39,2.1,47,This is a great product in category Music,73433
B000003149,Product Title 3149,Movies,Samsung,249.13,1.8,41,This is a great product in category Books,7416
B000003150,Product Title 3150,Books,Sony,229.87,4.5,57,This is a great product in category Electronics,86236
B000003151,Product Title 3151,Music,Google,152.3,1.7,30,This is a great product in category Electronics,10799
B000003152,Product Title 3152,Books,Amazon,86.8,2.2,55,This is a great product in category Sports,18296
B000003153,Product Title 3153,Home,Brand_15,205.21,3.2,63,This is a great product in category Books,5566
B000003154,Product Title 3154,Music,Brand_4,17.29,3.5,47,This is a great product in category Music,38032
B000003155,Product Title 3155,Sports,Brand_3,173.05,4.2,45,This is a great product in category Movies,69661
B000003156,Product Title 3156,Clothing,Brand_16,123.13,2.6,45,This is a great product in category Books,90874
B000003157,Product Title 3157,Sports,Brand_0,293.48,3.1,54,This is a great product in category Books,20601
B000003158,Product Title 3158,Home,Brand_17,155.21,4.9,46,This is a great product in category Books,73743
B000003159,Product Title 3159,Books,Microsoft,168.36,2.2,49,This is a great product in category Home,75996
B000003160,Product Title 3160,Music,Brand_14,215.42,2.0,53,This is a great product in category Music,78131
B000003161,Product Title 3161,Sports,Apple,148.44,3.8,45,This is a great product in category Clothing,86840
B000003162,Product Title 3162,Sports,Brand_11,72.01,4.1,35,This is a great product in category Electronics,86488
B000003163,Product Title 3163,Books,Brand_12,163.95,2.7,62,This is a great product in category Clothing,34474
B000003164,Product Title 3164,Music,Brand_12,283.61,1.9,45,This is a great product in category Movies,90004
B000003165,Product Title 3165,Clothing,Brand_16,126.5,4.1,60,This is a great product in category Clothing,35503
B000003166,Product Title 3166,Books,Brand_6,205.8,3.7,43,This is a great product in category Clothing,44864
B000003167,Product Title 3167,Sports,Amazon,293.53,4.5,47,This is a great product in category Clothing,44661
B000003168,Product Title 3168,Clothing,Brand_2,249.99,4.4,44,This is a great product in category Home,76125
B000003169,Product Title 3169,Clothing,Brand_8,199.75,1.8,41,This is a great product in category Sports,4098
B000003170,Product Title 3170,Books,Nike,222.37,4.3,52,This is a great product in category Music,33824
B000003171,Product Title 3171,Sports,Brand_19,281.32,1.7,48,This is a great product in category Home,99638
B000003172,Product Title 3172,Home,Brand_3,288.16,4.5,40,This is a great product in category Electronics,89898
B000003173,Product Title 3173,Sports,Brand_8,290.87,4.1,67,This is a great product in category Music,38558
B000003174,Product Title 3174,Electronics,Brand_19,189.93,3.3,45,This is a great product in category Books,36105
B000003175,Product Title 3175,Music,Brand_12,119.1,3.6,38,This is a great product in category Sports,10515
B000003176,Product Title 3176,Movies,Amazon,45.14,1.4,40,This is a great product in category Electronics,646
B000003177,Product Title 3177,Home,Brand_8,119.34,1.2,45,This is a great product in category Movies,81864
B000003178,Product Title 3178,Clothing,Brand_11,283.22,2.3,41,This is a great product in category Books,92514
B000003179,Product Title 3179,Home,Brand_13,267.59,4.3,46,This is a great product in category Home,12730
B000003180,Product Title 3180,Music,Brand_14,159.95,2.9,48,This is a great product in category Clothing,2817
B000003181,Product Title 3181,Clothing,Brand_1,163.87,1.9,42,This is a great product in category Electronics,85389
B000003182,Product Title 3182,Music,Brand_1,96.81,4.3,58,This is a great product in category Movies,51974
B000003183,Product Title 3183,Clothing,Brand_1,139.62,1.9,50,This is a great product in category Clothing,17565
B000003184,Product Title 3184,Home,Brand_19,216.04,4.3,47,This is a great product in category Clothing,69826
B000003185,Product Title 3185,Clothing,Brand_9,124.3,2.8,55,This is a great product in category Clothing,60490
B000003186,Product Title 3186,Clothing,Brand_4,61.26,2.9,55,This is a great product in category Sports,48415
B000003187,Product Title 3187,Electronics,Brand_17,165.0,2.1,47,This is a great product in category Books,56904
B000003188,Product Title 3188,Sports,Brand_5,72.24,4.6,52,This is a great product in category Clothing,20905
B000003189,Product Title 3189,Sports,Brand_0,292.43,1.4,51,This is a great product in category Movies,63872
B000003190,Product Title 3190,Movies,Brand_8,120.75,1.6,63,This is a great product in category Electronics,83751
B000003191,Product Title 3191,Movies,Brand_10,273.43,3.5,60,This is a great product in category Sports,74553
B000003192,Product Title 3192,Electronics,Brand_19,72.3,4.4,53,This is a great product in category Books,44700
B000003193,Product Title 3193,Movies,Amazon,61.62,1.4,41,This is a great product in category Electronics,84511
B000003194,Product Title 3194,Music,Amazon,187.36,3.9,43,This is a great product in category Sports,73741
B000003195,Product Title 3195,Home,Brand_4,235.13,4.0,49,This is a great product in category Sports,88135
B000003196,Product Title 3196,Books,Microsoft,172.62,3.3,52,This is a great product in category Movies,35891
B000003197,Product Title 3197,Music,Brand_1,73.55,2.9,39,This is a great product in category Music,70209
B000003198,Product Title 3198,Books,Brand_15,17.13,2.3,44,This is a great product in category Movies,37421
B000003199,Product Title 3199,Books,Sony,187.77,2.4,46,This is a great product in category Books,4537
B000003200,Product Title 3200,Electronics,Brand_19,44.51,3.7,52,This is a great product in category Music,75034
B000003201,Product Title 3201,Music,Brand_8,106.88,1.3,55,This is a great product in category Music,65680
B000003202,Product Title 3202,Electronics,Brand_10,204.67,3.3,65,This is a great product in category Movies,76556
B000003203,Product Title 3203,Clothing,Brand_9,34.81,2.1,52,This is a great product in category Music,85750
B000003204,Product Title 3204,Books,Brand_10,43.4,2.9,49,This is a great product in category Clothing,98576
B000003205,Product Title 3205,Home,Amazon,24.12,3.2,50,This is a great product in category Electronics,64994
B000003206,Product Title 3206,Movies,Brand_11,298.84,4.5,55,This is a great product in category Home,46518
B000003207,Product Title 3207,Home,Brand_14,119.79,3.3,52,This is a great product in category Clothing,38235
B000003208,Product Title 3208,Movies,Brand_0,272.29,1.9,47,This is a great product in category Music,68660
B000003209,Product Title 3209,Books,Samsung,92.3,1.3,36,This is a great product in category Home,7897
B000003210,Product Title 3210,Books,Brand_18,227.43,3.5,54,This is a great product in category Electronics,68179
B000003211,Product Title 3211,Books,Brand_17,70.4,3.2,56,This is a great product in category Movies,38343
B000003212,Product Title 3212,Electronics,Brand_18,152.5,3.7,50,This is a great product in category Home,17914
B000003213,Product Title 3213,Music,Sony,248.43,2.8,56,This is a great product in category Home,2636
B000003214,Product Title 3214,Movies,Brand_15,245.99,4.3,58,This is a great product in category Books,43374
B000003215,Product Title 3215,Music,Brand_0,239.51,4.7,53,This is a great product in category Books,58008
B000003216,Product Title 3216,Electronics,Brand_11,248.17,1.2,52,This is a great product in category Movies,13426
B000003217,Product Title 3217,Electronics,Brand_10,68.16,4.0,38,This is a great product in category Books,96826
B000003218,Product Title 3218,Sports,Brand_10,147.76,1.1,55,This is a great product in category Home,16039
B000003219,Product Title 3219,Home,Brand_13,148.54,2.8,50,This is a great product in category Movies,39681
B000003220,Product Title 3220,Home,Amazon,267.8,2.8,40,This is a great product in category Home,55751
B000003221,Product Title 3221,Clothing,Brand_7,93.28,3.8,56,This is a great product in category Sports,18928
B000003222,Product Title 3222,Electronics,Brand_10,279.85,2.4,43,This is a great product in category Sports,81242
B000003223,Product Title 3223,Movies,Brand_17,138.52,4.3,41,This is a great product in category Music,4696
B000003224,Product Title 3224,Sports,Google,202.91,2.4,43,This is a great product in category Books,86205
B000003225,Product Title 3225,Sports,Brand_8,85.04,2.4,51,This is a great product in category Music,44592
B000003226,Product Title 3226,Music,Brand_8,126.62,1.9,51,This is a great product in category Sports,71230
B000003227,Product Title 3227,Home,Brand_7,214.67,3.7,54,This is a great product in category Clothing,32465
B000003228,Product Title 3228,Electronics,Microsoft,156.74,1.3,56,This is a great product in category Sports,94084
B000003229,Product Title 3229,Clothing,Brand_1,279.62,2.5,51,This is a great product in category Sports,34000
B000003230,Product Title 3230,Electronics,Google,222.7,2.1,44,This is a great product in category Clothing,70116
B000003231,Product Title 3231,Music,Brand_6,171.92,1.9,53,This is a great product in category Clothing,93253
B000003232,Product Title 3232,Books,Brand_3,266.67,1.2,65,This is a great product in category Electronics,7237
B000003233,Product Title 3233,Electronics,Brand_13,201.66,1.8,62,This is a great product in category Home,48180
B000003234,Product Title 3234,Music,Brand_8,196.3,2.8,57,This is a great product in category Home,30865
B000003235,Product Title 3235,Books,Brand_17,78.42,3.0,50,This is a great product in category Movies,59881
B000003236,Product Title 3236,Books,Microsoft,122.08,2.1,53,This is a great product in category Music,72277
B000003237,Product Title 3237,Clothing,Brand_14,206.88,3.6,51,This is a great product in category Books,5809
B000003238,Product Title 3238,Movies,Brand_19,268.18,2.3,50,This is a great product in category Movies,36275
B000003239,Product Title 3239,Home,Brand_8,98.76,2.5,50,This is a great product in category Electronics,52769
B000003240,Product Title 3240,Electronics,Brand_12,69.34,4.1,64,This is a great product in category Movies,63341
B000003241,Product Title 3241,Books,Brand_8,180.54,3.2,56,This is a great product in category Electronics,57303
B000003242,Product Title 3242,Electronics,Brand_4,25.75,4.8,46,This is a great product in category Electronics,18234
B000003243,Product Title 3243,Movies,Brand_9,216.07,2.4,37,This is a great product in category Music,12650
B000003244,Product Title 3244,Home,Sony,212.71,4.3,47,This is a great product in category Electronics,88743
B000003245,Product Title 3245,Movies,Brand_19,110.35,4.0,51,This is a great product in category Music,22246
B000003246,Product Title 3246,Home,Brand_17,268.44,4.6,37,This is a great product in category Music,62501
B000003247,Product Title 3247,Sports,Brand_5,153.63,4.8,45,This is a great product in category Sports,37831
B000003248,Product Title 3248,Home,Brand_0,195.84,1.0,47,This is a great product in category Electronics,55741
B000003249,Product Title 3249,Clothing,Brand_16,67.61,1.4,38,This is a great product in category Movies,35594
B000003250,Product Title 3250,Movies,Sony,128.69,3.7,45,This is a great product in category Books,51988
B000003251,Product Title 3251,Books,Brand_4,259.54,2.6,53,This is a great product in category Home,49389
B000003252,Product Title 3252,Sports,Brand_1,68.59,4.3,57,This is a great product in category Electronics,73353
B000003253,Product Title 3253,Clothing,Samsung,120.82,1.0,53,This is a great product in category Movies,88774
B000003254,Product Title 3254,Electronics,Samsung,99.5,4.2,55,This is a great product in category Home,5696
B000003255,Product Title 3255,Movies,Amazon,50.42,1.5,47,This is a great product in category Music,32597
B000003256,Product Title 3256,Music,Brand_17,91.17,2.2,57,This is a great product in category Clothing,68672
B000003257,Product Title 3257,Music,Brand_14,74.43,4.9,62,This is a great product in category Books,51503
B000003258,Product Title 3258,Books,Brand_10,277.53,1.2,51,This is a great product in category Clothing,16576
B000003259,Product Title 3259,Home,Brand_16,223.87,2.4,57,This is a great product in category Movies,32067
B000003260,Product Title 3260,Books,Brand_4,98.92,1.3,48,This is a great product in category Electronics,1297
B000003261,Product Title 3261,Music,Brand_1,230.41,4.4,50,This is a great product in category Sports,57779
B000003262,Product Title 3262,Electronics,Brand_1,12.5,3.8,48,This is a great product in category Movies,6850
B000003263,Product Title 3263,Sports,Brand_10,160.79,4.2,48,This is a great product in category Sports,5994
B000003264,Product Title 3264,Sports,Brand_10,79.59,3.1,51,This is a great product in category Movies,93310
B000003265,Product Title 3265,Movies,Google,39.6,2.4,46,This is a great product in category Books,84172
B000003266,Product Title 3266,Sports,Brand_19,265.82,1.0,51,This is a great product in category Electronics,12006
B000003267,Product Title 3267,Movies,Nike,64.6,2.1,54,This is a great product in category Electronics,30180
B000003268,Product Title 3268,Movies,Brand_5,247.77,3.1,56,This is a great product in category Electronics,35930
B000003269,Product Title 3269,Movies,Brand_9,127.48,3.7,43,This is a great product in category Electronics,2088
B000003270,Product Title 3270,Music,Brand_16,10.19,1.9,41,This is a great product in category Movies,91236
B000003271,Product Title 3271,Music,Apple,221.35,1.6,53,This is a great product in category Books,46588
B000003272,Product Title 3272,Home,Brand_6,181.32,1.8,54,This is a great product in category Books,27949
B000003273,Product Title 3273,Clothing,Samsung,107.18,2.4,43,This is a great product in category Music,80742
B000003274,Product Title 3274,Movies,Sony,88.76,1.6,52,This is a great product in category Books,25844
B000003275,Product Title 3275,Movies,Brand_6,27.66,1.6,48,This is a great product in category Movies,90448
B000003276,Product Title 3276,Clothing,Samsung,282.77,1.2,53,This is a great product in category Sports,7674
B000003277,Product Title 3277,Books,Brand_15,151.22,4.4,47,This is a great product in category Electronics,50556
B000003278,Product Title 3278,Movies,Google,31.13,1.9,43,This is a great product in category Movies,61989
B000003279,Product Title 3279,Home,Brand_10,261.38,4.3,43,This is a great product in category Clothing,47247
B000003280,Product Title 3280,Sports,Brand_5,87.97,2.8,54,This is a great product in category Home,32075
B000003281,Product Title 3281,Sports,Brand_15,65.85,3.5,37,This is a great product in category Books,66036
B000003282,Product Title 3282,Electronics,Brand_19,88.59,1.3,50,This is a great product in category Books,55561
B000003283,Product Title 3283,Electronics,Brand_14,171.97,3.3,48,This is a great product in category Movies,31826
B000003284,Product Title 3284,Sports,Brand_2,27.76,2.2,54,This is a great product in category Sports,10977
B000003285,Product Title 3285,Sports,Brand_17,147.63,1.4,61,This is a great product in category Sports,34615
B000003286,Product Title 3286,Music,Brand_5,269.34,4.6,40,This is a great product in category Home,48265
B000003287,Product Title 3287,Home,Brand_8,61.31,3.4,56,This is a great product in category Sports,52032
